Sno,ID,Subject,Subject Code,Type,Year,Branch,Acad Year,Sem,Credits
6388,N220099,Electromagnetic Waves & Guided Media,23EC2204,PCC-7,E2,ECE,2025-26,Semester II,4
6389,N200589,Community Service,20CS4299,HSC,E4,CSE,2025-26,Semester II,2
6390,N200589,Global Management Perspectives,20HS4205,OEC-III,E4,CSE,2025-26,Semester II,3
6391,N200589,Internet Of Things,CSNPTEL08,OEC-IV,E4,CSE,2025-26,Semester II,3
6392,N200589,Neural Networks for Computer Vision and Natural Language Processing,CSNPTEL06,PEC-V,E4,CSE,2025-26,Semester II,3
6393,N200589,Project-II,20CS4294,PR,E4,CSE,2025-26,Semester II,6
6394,N191037,Indian Community Services,20HS4299,MC,E4,MME,2025-26,Semester II,2
6395,N191037,Biology for Engineers,23BE4202,OEC-3,E4,MME,2025-26,Semester II,3
6396,N191037,Global Management Prespectives,23BM4205,OEC-4,E4,MME,2025-26,Semester II,3
6397,N191037,Surface Engineering for Corrosion and Wear resistance Application,MMNPTEL02,PEC-4,E4,MME,2025-26,Semester II,3
6398,N191037,Major Project – 2,20MM4291,PROJ,E4,MME,2025-26,Semester II,4
6399,N210365,English-Language Communication skills Lab-3,23EG3283,HSC,E3,ECE,2025-26,Semester II,1.5
6400,N210365,Career Development Course,23HS3201,MC,E3,ECE,2025-26,Semester II,0
6401,N210365,Biosensor and Bioelectronics,20BE3207,OEC-I,E3,ECE,2025-26,Semester II,3
6402,N210365,Intellectual Property Rights (IPR),23BM3201,OEC-II,E3,ECE,2025-26,Semester II,3
6403,N210365,Digital IC Design,ECNPTEL09,PEC-1,E3,ECE,2025-26,Semester II,3
6404,N210365,Digital VLSI Testing,ECNPTEL07,PEC-2,E3,ECE,2025-26,Semester II,3
6405,N210365,Mini Project-II,23EC3291,PROJ,E3,ECE,2025-26,Semester II,1.5
6406,N210817,English-Language Communication skills Lab-3,23EG3283,HSC,E3,ECE,2025-26,Semester II,1.5
6407,N210817,Indian Constitution,23HS3101,MC,E3,ECE,2025-26,Semester II,0
6408,N210817,Biosensor and Bioelectronics,20BE3207,OEC-I,E3,ECE,2025-26,Semester II,3
6409,N210817,Intellectual Property Rights (IPR),23BM3201,OEC-II,E3,ECE,2025-26,Semester II,3
6410,N210817,Digital IC Design,ECNPTEL09,PEC-1,E3,ECE,2025-26,Semester II,3
6411,N210817,VLSI Physical Design with Timing Analysis,ECNPTEL10,PEC-2,E3,ECE,2025-26,Semester II,3
6412,N210817,Mini Project-II,23EC3291,PROJ,E3,ECE,2025-26,Semester II,1.5
6413,N210704,English-Language Communication skills Lab-3,23EG3283,HSC,E3,ECE,2025-26,Semester II,1.5
6414,N210704,Indian Constitution,23HS3101,MC,E3,ECE,2025-26,Semester II,0
6415,N210704,Biosensor and Bioelectronics,20BE3207,OEC-I,E3,ECE,2025-26,Semester II,3
6416,N210704,Intellectual Property Rights (IPR),23BM3201,OEC-II,E3,ECE,2025-26,Semester II,3
6417,N210704,Sensors and Actuators,ECNPTEL02,PEC-1,E3,ECE,2025-26,Semester II,3
6418,N210704,Microprocessors and Interfacing,ECNPTEL04,PEC-2,E3,ECE,2025-26,Semester II,3
6419,N210704,Mini Project-II,23EC3291,PROJ,E3,ECE,2025-26,Semester II,1.5
6420,N230885,Mathematical Methods,23MA1201,BSC-1,E1,ECE,2025-26,Semester II,4
6421,N230885,Network Theory,23EE1211,BSC-2,E1,ECE,2025-26,Semester II,4
6422,N230885,Object Oriented Programming,23CS1209,ESC-1,E1,ECE,2025-26,Semester II,2
6423,N230885,Object Oriented Programming Laboratory,23CS1289,ESC-2,E1,ECE,2025-26,Semester II,1.5
6424,N230885,Computational Lab,23EC1285,ESC-3,E1,ECE,2025-26,Semester II,1.5
6425,N230885,English-Language Communication skills Lab-1,23EG1281,HSC,E1,ECE,2025-26,Semester II,2.5
6426,N230885,Signals and Systems,23EC1203,PCC,E1,ECE,2025-26,Semester II,4
6427,N230885,Electronic Devices and Circuits,23EC1201,PCC-1,E1,ECE,2025-26,Semester II,4
6428,N230885,Electronic Devices and Circuits Lab,23EC1281,PCC-2,E1,ECE,2025-26,Semester II,1.5
6429,N210361,English-Language Communication skills Lab-3,23EG3283,HSC,E3,ECE,2025-26,Semester II,1.5
6430,N210361,Indian Constitution,23HS3101,MC,E3,ECE,2025-26,Semester II,0
6431,N210361,Biosensor and Bioelectronics,20BE3207,OEC-I,E3,ECE,2025-26,Semester II,3
6432,N210361,Intellectual Property Rights (IPR),23BM3201,OEC-II,E3,ECE,2025-26,Semester II,3
6433,N210361,VLSI Physical Design with Timing Analysis,ECNPTEL10,PEC-1,E3,ECE,2025-26,Semester II,3
6434,N210361,Digital IC Design,ECNPTEL09,PEC-2,E3,ECE,2025-26,Semester II,3
6435,N210361,Mini Project-II,23EC3291,PROJ,E3,ECE,2025-26,Semester II,1.5
6436,N210980,English-Language Communication skills Lab-3,23EG3283,HSC,E3,ECE,2025-26,Semester II,1.5
6437,N210980,Indian Constitution,23HS3101,MC,E3,ECE,2025-26,Semester II,0
6438,N210980,Biosensor and Bioelectronics,20BE3207,OEC-I,E3,ECE,2025-26,Semester II,3
6439,N210980,Intellectual Property Rights (IPR),23BM3201,OEC-II,E3,ECE,2025-26,Semester II,3
6440,N210980,Digital IC Design,ECNPTEL09,PEC-1,E3,ECE,2025-26,Semester II,3
6441,N210980,VLSI Physical Design with Timing Analysis,ECNPTEL10,PEC-2,E3,ECE,2025-26,Semester II,3
6442,N210980,Mini Project-II,23EC3291,PROJ,E3,ECE,2025-26,Semester II,1.5
6443,N231008,Linear Algebra & Numerical Methods,23MA1201,BSC-1,E1,CE,2025-26,Semester II,4
6444,N231008,Advanced Programming Lab,23CS1294,BSC-2,E1,CE,2025-26,Semester II,1.5
6445,N231008,Advanced Programming Course,23CS1265,ESC-1,E1,CE,2025-26,Semester II,3
6446,N231008,Basic Electrical and Electronics Engineering,23EE1209,ESC-2,E1,CE,2025-26,Semester II,3
6447,N231008,Engineering Mechanics,23CE1201,ESC-3,E1,CE,2025-26,Semester II,4
6448,N231008,Workshop,23ME1285,ESC-4,E1,CE,2025-26,Semester II,1.5
6449,N231008,Environmental Science,23BE1201,MC,E1,CE,2025-26,Semester II,0
6450,N231008,Engineering Geology,23CE1202,PCC,E1,CE,2025-26,Semester II,3
6451,N231147,Engineering Physics,23PY1203,BSC-1,E1,CHE,2025-26,Semester II,3
6452,N231147,Mathematical Methods,23MA1201,BSC-2,E1,CHE,2025-26,Semester II,4
6453,N231147,Engineering Graphics and Computer Drafting,23CE1214,ESC-1,E1,CHE,2025-26,Semester II,2.5
6454,N231147,Programming and Data Structures,23CS1208,ESC-2,E1,CHE,2025-26,Semester II,3
6455,N231147,Programming and Data Structures Lab,23CS1288,ESC-3,E1,CHE,2025-26,Semester II,1.5
6456,N231147,Chemical Process Calculation,23CH1201,PCC-1,E1,CHE,2025-26,Semester II,3
6457,N231147,Fluid Mechanics,23CH1202,PCC-2,E1,CHE,2025-26,Semester II,4
6458,N230523,Mathematical Methods,23MA1201,BSC-1,E1,ECE,2025-26,Semester II,4
6459,N230523,Network Theory,23EE1211,BSC-2,E1,ECE,2025-26,Semester II,4
6460,N230523,Object Oriented Programming,23CS1209,ESC-1,E1,ECE,2025-26,Semester II,2
6461,N230523,Object Oriented Programming Laboratory,23CS1289,ESC-2,E1,ECE,2025-26,Semester II,1.5
6462,N230523,Computational Lab,23EC1285,ESC-3,E1,ECE,2025-26,Semester II,1.5
6463,N230523,English-Language Communication skills Lab-1,23EG1281,HSC,E1,ECE,2025-26,Semester II,2.5
6464,N230523,Signals and Systems,23EC1203,PCC,E1,ECE,2025-26,Semester II,4
6465,N230523,Electronic Devices and Circuits,23EC1201,PCC-1,E1,ECE,2025-26,Semester II,4
6466,N230523,Electronic Devices and Circuits Lab,23EC1281,PCC-2,E1,ECE,2025-26,Semester II,1.5
6467,N230731,Linear Algebra & Numerical Methods,23MA1201,BSC-1,E1,CE,2025-26,Semester II,4
6468,N230731,Advanced Programming Lab,23CS1294,BSC-2,E1,CE,2025-26,Semester II,1.5
6469,N230731,Advanced Programming Course,23CS1265,ESC-1,E1,CE,2025-26,Semester II,3
6470,N230731,Basic Electrical and Electronics Engineering,23EE1209,ESC-2,E1,CE,2025-26,Semester II,3
6471,N230731,Engineering Mechanics,23CE1201,ESC-3,E1,CE,2025-26,Semester II,4
6472,N230731,Workshop,23ME1285,ESC-4,E1,CE,2025-26,Semester II,1.5
6473,N230731,Environmental Science,23BE1201,MC,E1,CE,2025-26,Semester II,0
6474,N230731,Engineering Geology,23CE1202,PCC,E1,CE,2025-26,Semester II,3
6475,N230129,Engineering Physics Lab,23PY1281,BSC,E1,CSE,2025-26,Semester II,1.5
6476,N230129,Discrete Mathematics,23MA1202,BSC-1,E1,CSE,2025-26,Semester II,4
6477,N230129,Engineering Physics,23PY1201,BSC-2,E1,CSE,2025-26,Semester II,4
6478,N230129,Managerial Economics and Finance Analysis,23BM1201,HSMC,E1,CSE,2025-26,Semester II,3
6479,N230129,Environmental Science,23BE1201,MC,E1,CSE,2025-26,Semester II,0
6480,N230129,Object Oriented Programming through Java,23CS1201,PCC-1,E1,CSE,2025-26,Semester II,4
6481,N230129,Data Structures,23CS1202,PCC-2,E1,CSE,2025-26,Semester II,3
6482,N230129,Object Oriented Programming through Java Lab,23CS1281,PCC-3,E1,CSE,2025-26,Semester II,1.5
6483,N230129,Data Structures Lab,23CS1282,PCC-4,E1,CSE,2025-26,Semester II,1.5
6484,N230146,Engineering Physics Lab,23PY1281,BSC,E1,CSE,2025-26,Semester II,1.5
6485,N230146,Discrete Mathematics,23MA1202,BSC-1,E1,CSE,2025-26,Semester II,4
6486,N230146,Engineering Physics,23PY1201,BSC-2,E1,CSE,2025-26,Semester II,4
6487,N230146,Managerial Economics and Finance Analysis,23BM1201,HSMC,E1,CSE,2025-26,Semester II,3
6488,N230146,Environmental Science,23BE1201,MC,E1,CSE,2025-26,Semester II,0
6489,N230146,Object Oriented Programming through Java,23CS1201,PCC-1,E1,CSE,2025-26,Semester II,4
6490,N230146,Data Structures,23CS1202,PCC-2,E1,CSE,2025-26,Semester II,3
6491,N230146,Object Oriented Programming through Java Lab,23CS1281,PCC-3,E1,CSE,2025-26,Semester II,1.5
6492,N230146,Data Structures Lab,23CS1282,PCC-4,E1,CSE,2025-26,Semester II,1.5
6493,N210069,English-Language Communication skills Lab-3,23EG3283,HSC,E3,ECE,2025-26,Semester II,1.5
6494,N210069,Indian Constitution,23HS3101,MC,E3,ECE,2025-26,Semester II,0
6495,N210069,Biosensor and Bioelectronics,20BE3207,OEC-I,E3,ECE,2025-26,Semester II,3
6496,N210069,Intellectual Property Rights (IPR),23BM3201,OEC-II,E3,ECE,2025-26,Semester II,3
6497,N210069,Digital IC Design,ECNPTEL09,PEC-1,E3,ECE,2025-26,Semester II,3
6498,N210069,VLSI Physical Design with Timing Analysis,ECNPTEL10,PEC-2,E3,ECE,2025-26,Semester II,3
6499,N210069,Mini Project-II,23EC3291,PROJ,E3,ECE,2025-26,Semester II,1.5
6500,N240171,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
6501,N240171,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
6502,N240171,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
6503,N240171,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
6504,N240171,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
6505,N240171,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
6506,N240171,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
6507,N240171,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
6508,N240171,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
6509,N230796,Engineering Physics,23PY1203,BSC-1,E1,CHE,2025-26,Semester II,3
6510,N230796,Mathematical Methods,23MA1201,BSC-2,E1,CHE,2025-26,Semester II,4
6511,N230796,Engineering Graphics and Computer Drafting,23CE1214,ESC-1,E1,CHE,2025-26,Semester II,2.5
6512,N230796,Programming and Data Structures,23CS1208,ESC-2,E1,CHE,2025-26,Semester II,3
6513,N230796,Programming and Data Structures Lab,23CS1288,ESC-3,E1,CHE,2025-26,Semester II,1.5
6514,N230796,Chemical Process Calculation,23CH1201,PCC-1,E1,CHE,2025-26,Semester II,3
6515,N230796,Fluid Mechanics,23CH1202,PCC-2,E1,CHE,2025-26,Semester II,4
6516,N230999,Mathematical Methods,23MA1201,BSC-1,E1,ECE,2025-26,Semester II,4
6517,N230999,Network Theory,23EE1211,BSC-2,E1,ECE,2025-26,Semester II,4
6518,N230999,Object Oriented Programming,23CS1209,ESC-1,E1,ECE,2025-26,Semester II,2
6519,N230999,Object Oriented Programming Laboratory,23CS1289,ESC-2,E1,ECE,2025-26,Semester II,1.5
6520,N230999,Computational Lab,23EC1285,ESC-3,E1,ECE,2025-26,Semester II,1.5
6521,N230999,English-Language Communication skills Lab-1,23EG1281,HSC,E1,ECE,2025-26,Semester II,2.5
6522,N230999,Signals and Systems,23EC1203,PCC,E1,ECE,2025-26,Semester II,4
6523,N230999,Electronic Devices and Circuits,23EC1201,PCC-1,E1,ECE,2025-26,Semester II,4
6524,N230999,Electronic Devices and Circuits Lab,23EC1281,PCC-2,E1,ECE,2025-26,Semester II,1.5
6525,N231021,Mathematical Methods,23MA1201,BSC-1,E1,ECE,2025-26,Semester II,4
6526,N231021,Network Theory,23EE1211,BSC-2,E1,ECE,2025-26,Semester II,4
6527,N231021,Object Oriented Programming,23CS1209,ESC-1,E1,ECE,2025-26,Semester II,2
6528,N231021,Object Oriented Programming Laboratory,23CS1289,ESC-2,E1,ECE,2025-26,Semester II,1.5
6529,N231021,Computational Lab,23EC1285,ESC-3,E1,ECE,2025-26,Semester II,1.5
6530,N231021,English-Language Communication skills Lab-1,23EG1281,HSC,E1,ECE,2025-26,Semester II,2.5
6531,N231021,Signals and Systems,23EC1203,PCC,E1,ECE,2025-26,Semester II,4
6532,N231021,Electronic Devices and Circuits,23EC1201,PCC-1,E1,ECE,2025-26,Semester II,4
6533,N231021,Electronic Devices and Circuits Lab,23EC1281,PCC-2,E1,ECE,2025-26,Semester II,1.5
6534,N230182,Engineering Physics Lab,23PY1281,BSC,E1,CSE,2025-26,Semester II,1.5
6535,N230182,Discrete Mathematics,23MA1202,BSC-1,E1,CSE,2025-26,Semester II,4
6536,N230182,Engineering Physics,23PY1201,BSC-2,E1,CSE,2025-26,Semester II,4
6537,N230182,Managerial Economics and Finance Analysis,23BM1201,HSMC,E1,CSE,2025-26,Semester II,3
6538,N230182,Environmental Science,23BE1201,MC,E1,CSE,2025-26,Semester II,0
6539,N230182,Object Oriented Programming through Java,23CS1201,PCC-1,E1,CSE,2025-26,Semester II,4
6540,N230182,Data Structures,23CS1202,PCC-2,E1,CSE,2025-26,Semester II,3
6541,N230182,Object Oriented Programming through Java Lab,23CS1281,PCC-3,E1,CSE,2025-26,Semester II,1.5
6542,N230182,Data Structures Lab,23CS1282,PCC-4,E1,CSE,2025-26,Semester II,1.5
6543,N230168,Mathematical Methods,23MA1201,BSC-1,E1,ECE,2025-26,Semester II,4
6544,N230168,Network Theory,23EE1211,BSC-2,E1,ECE,2025-26,Semester II,4
6545,N230168,Object Oriented Programming,23CS1209,ESC-1,E1,ECE,2025-26,Semester II,2
6546,N230168,Object Oriented Programming Laboratory,23CS1289,ESC-2,E1,ECE,2025-26,Semester II,1.5
6547,N230168,Computational Lab,23EC1285,ESC-3,E1,ECE,2025-26,Semester II,1.5
6548,N230168,English-Language Communication skills Lab-1,23EG1281,HSC,E1,ECE,2025-26,Semester II,2.5
6549,N230168,Signals and Systems,23EC1203,PCC,E1,ECE,2025-26,Semester II,4
6550,N230168,Electronic Devices and Circuits,23EC1201,PCC-1,E1,ECE,2025-26,Semester II,4
6551,N230168,Electronic Devices and Circuits Lab,23EC1281,PCC-2,E1,ECE,2025-26,Semester II,1.5
6552,N230186,Mathematical Methods,23MA1201,BSC-1,E1,ECE,2025-26,Semester II,4
6553,N230186,Network Theory,23EE1211,BSC-2,E1,ECE,2025-26,Semester II,4
6554,N230186,Object Oriented Programming,23CS1209,ESC-1,E1,ECE,2025-26,Semester II,2
6555,N230186,Object Oriented Programming Laboratory,23CS1289,ESC-2,E1,ECE,2025-26,Semester II,1.5
6556,N230186,Computational Lab,23EC1285,ESC-3,E1,ECE,2025-26,Semester II,1.5
6557,N230186,English-Language Communication skills Lab-1,23EG1281,HSC,E1,ECE,2025-26,Semester II,2.5
6558,N230186,Signals and Systems,23EC1203,PCC,E1,ECE,2025-26,Semester II,4
6559,N230186,Electronic Devices and Circuits,23EC1201,PCC-1,E1,ECE,2025-26,Semester II,4
6560,N230186,Electronic Devices and Circuits Lab,23EC1281,PCC-2,E1,ECE,2025-26,Semester II,1.5
6561,N210099,English-Language Communication skills Lab-3,23EG3283,HSC,E3,ECE,2025-26,Semester II,1.5
6562,N210099,Indian Constitution,23HS3101,MC,E3,ECE,2025-26,Semester II,0
6563,N210099,Biosensor and Bioelectronics,20BE3207,OEC-I,E3,ECE,2025-26,Semester II,3
6564,N210099,Intellectual Property Rights (IPR),23BM3201,OEC-II,E3,ECE,2025-26,Semester II,3
6565,N210099,"Fuzzy Sets, Logic and Systems & Applications",ECNPTEL05,PEC-1,E3,ECE,2025-26,Semester II,3
6566,N210099,Communication Networks,ECNPTEL06,PEC-2,E3,ECE,2025-26,Semester II,3
6567,N210099,Mini Project-II,23EC3291,PROJ,E3,ECE,2025-26,Semester II,1.5
6568,N230735,Engineering Physics,23PY1203,BSC-1,E1,CHE,2025-26,Semester II,3
6569,N230735,Mathematical Methods,23MA1201,BSC-2,E1,CHE,2025-26,Semester II,4
6570,N230735,Engineering Graphics and Computer Drafting,23CE1214,ESC-1,E1,CHE,2025-26,Semester II,2.5
6571,N230735,Programming and Data Structures,23CS1208,ESC-2,E1,CHE,2025-26,Semester II,3
6572,N230735,Programming and Data Structures Lab,23CS1288,ESC-3,E1,CHE,2025-26,Semester II,1.5
6573,N230735,Chemical Process Calculation,23CH1201,PCC-1,E1,CHE,2025-26,Semester II,3
6574,N230735,Fluid Mechanics,23CH1202,PCC-2,E1,CHE,2025-26,Semester II,4
6575,N210732,English-Language Communication skills Lab-3,23EG3283,HSC,E3,ECE,2025-26,Semester II,1.5
6576,N210732,Indian Constitution,23HS3101,MC,E3,ECE,2025-26,Semester II,0
6577,N210732,Biosensor and Bioelectronics,20BE3207,OEC-I,E3,ECE,2025-26,Semester II,3
6578,N210732,Intellectual Property Rights (IPR),23BM3201,OEC-II,E3,ECE,2025-26,Semester II,3
6579,N210732,Microprocessors and Interfacing,ECNPTEL04,PEC-1,E3,ECE,2025-26,Semester II,3
6580,N210732,Sensors and Actuators,ECNPTEL02,PEC-2,E3,ECE,2025-26,Semester II,3
6581,N210732,Mini Project-II,23EC3291,PROJ,E3,ECE,2025-26,Semester II,1.5
6582,N230655,Mathematical Methods,23MA1201,BSC-1,E1,ECE,2025-26,Semester II,4
6583,N230655,Network Theory,23EE1211,BSC-2,E1,ECE,2025-26,Semester II,4
6584,N230655,Object Oriented Programming,23CS1209,ESC-1,E1,ECE,2025-26,Semester II,2
6585,N230655,Object Oriented Programming Laboratory,23CS1289,ESC-2,E1,ECE,2025-26,Semester II,1.5
6586,N230655,Computational Lab,23EC1285,ESC-3,E1,ECE,2025-26,Semester II,1.5
6587,N230655,English-Language Communication skills Lab-1,23EG1281,HSC,E1,ECE,2025-26,Semester II,2.5
6588,N230655,Signals and Systems,23EC1203,PCC,E1,ECE,2025-26,Semester II,4
6589,N231180,Engineering Physics,23PY1203,BSC-1,E1,CHE,2025-26,Semester II,3
6590,N230655,Electronic Devices and Circuits,23EC1201,PCC-1,E1,ECE,2025-26,Semester II,4
6591,N231180,Mathematical Methods,23MA1201,BSC-2,E1,CHE,2025-26,Semester II,4
6592,N230655,Electronic Devices and Circuits Lab,23EC1281,PCC-2,E1,ECE,2025-26,Semester II,1.5
6593,N231180,Engineering Graphics and Computer Drafting,23CE1214,ESC-1,E1,CHE,2025-26,Semester II,2.5
6594,N231180,Programming and Data Structures,23CS1208,ESC-2,E1,CHE,2025-26,Semester II,3
6595,N231180,Programming and Data Structures Lab,23CS1288,ESC-3,E1,CHE,2025-26,Semester II,1.5
6596,N231180,Chemical Process Calculation,23CH1201,PCC-1,E1,CHE,2025-26,Semester II,3
6597,N231180,Fluid Mechanics,23CH1202,PCC-2,E1,CHE,2025-26,Semester II,4
6598,N221103,Robotics Laboratory,23EC2285,ESC-1,E2,ECE,2025-26,Semester II,2.5
6599,N221103,Foundations to Artificial Intelligence,23EC2205,ESC-2,E2,ECE,2025-26,Semester II,1
6600,N221103,Communication Systems-1,23EC2201,PCC-1,E2,ECE,2025-26,Semester II,4
6601,N221103,Communication Systems-1 Lab,23EC2281,PCC-2,E2,ECE,2025-26,Semester II,1.5
6602,N221103,Digital System Design,23EC2202,PCC-3,E2,ECE,2025-26,Semester II,3
6603,N221103,Digital System Design Lab,23EC2282,PCC-4,E2,ECE,2025-26,Semester II,1.5
6604,N221103,Linear Integrated Circuits,23EC2203,PCC-5,E2,ECE,2025-26,Semester II,4
6605,N221103,Linear Integrated Circuits Lab,23EC2283,PCC-6,E2,ECE,2025-26,Semester II,1.5
6606,N221103,Electromagnetic Waves & Guided Media,23EC2204,PCC-7,E2,ECE,2025-26,Semester II,4
6607,N230607,Linear Algebra & Numerical Methods,23MA1201,BSC-1,E1,EEE,2025-26,Semester II,4
6608,N230607,Computational Lab,23EE1281,BSC-2,E1,EEE,2025-26,Semester II,1.5
6609,N230607,Introduction to AI,23EE1202,BSC-3,E1,EEE,2025-26,Semester II,1
6610,N230607,Electronics Devices and Circuits,23EC1201,ESC-1,E1,EEE,2025-26,Semester II,4
6611,N230607,Electronics Devices and Circuits Lab,23EC1281,ESC-2,E1,EEE,2025-26,Semester II,1.5
6612,N230607,English Language communication skills lab1,23EG1281,HSC,E1,EEE,2025-26,Semester II,2.5
6613,N230607,Digital Logic Design,23EC2102,PCC-1,E1,EEE,2025-26,Semester II,4
6614,N230607,Digital Logic Design Lab,23EC2182,PCC-2,E1,EEE,2025-26,Semester II,1.5
6615,N230607,Network Theory,23EE1201,PCC-3,E1,EEE,2025-26,Semester II,4
6616,N230528,Mathematical Methods,23MA1201,BSC-1,E1,ECE,2025-26,Semester II,4
6617,N230528,Network Theory,23EE1211,BSC-2,E1,ECE,2025-26,Semester II,4
6618,N230528,Object Oriented Programming,23CS1209,ESC-1,E1,ECE,2025-26,Semester II,2
6619,N230528,Object Oriented Programming Laboratory,23CS1289,ESC-2,E1,ECE,2025-26,Semester II,1.5
6620,N230528,Computational Lab,23EC1285,ESC-3,E1,ECE,2025-26,Semester II,1.5
6621,N230528,English-Language Communication skills Lab-1,23EG1281,HSC,E1,ECE,2025-26,Semester II,2.5
6622,N230528,Signals and Systems,23EC1203,PCC,E1,ECE,2025-26,Semester II,4
6623,N230528,Electronic Devices and Circuits,23EC1201,PCC-1,E1,ECE,2025-26,Semester II,4
6624,N230528,Electronic Devices and Circuits Lab,23EC1281,PCC-2,E1,ECE,2025-26,Semester II,1.5
6625,N240212,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
6626,N240212,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
6627,N240212,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
6628,N240212,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
6629,N240212,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
6630,N240212,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
6631,N240212,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
6632,N240212,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
6633,N240212,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
6634,N230052,Mathematical Methods,23MA1201,BSC-1,E1,ECE,2025-26,Semester II,4
6635,N230052,Network Theory,23EE1211,BSC-2,E1,ECE,2025-26,Semester II,4
6636,N230052,Object Oriented Programming,23CS1209,ESC-1,E1,ECE,2025-26,Semester II,2
6637,N230052,Object Oriented Programming Laboratory,23CS1289,ESC-2,E1,ECE,2025-26,Semester II,1.5
6638,N230052,Computational Lab,23EC1285,ESC-3,E1,ECE,2025-26,Semester II,1.5
6639,N230052,English-Language Communication skills Lab-1,23EG1281,HSC,E1,ECE,2025-26,Semester II,2.5
6640,N230052,Signals and Systems,23EC1203,PCC,E1,ECE,2025-26,Semester II,4
6641,N230052,Electronic Devices and Circuits,23EC1201,PCC-1,E1,ECE,2025-26,Semester II,4
6642,N230052,Electronic Devices and Circuits Lab,23EC1281,PCC-2,E1,ECE,2025-26,Semester II,1.5
6643,N220684,Introduction to Operation Research,23BM2202,HSMC,E2,CSE,2025-26,Semester II,3
6644,N220684,Computer Organization & Architecture,23CS2201,PCC-1,E2,CSE,2025-26,Semester II,3
6645,N220684,Data Science with Python,23CS2202,PCC-2,E2,CSE,2025-26,Semester II,3
6646,N220684,Web Technologies,23CS2203,PCC-3,E2,CSE,2025-26,Semester II,3
6647,N220684,Compiler Design,23CS2204,PCC-4,E2,CSE,2025-26,Semester II,3
6648,N220684,Computer Organization & Architecture Lab,23CS2281,PCC-5,E2,CSE,2025-26,Semester II,1.5
6649,N220684,Data Science with Python Lab,23CS2282,PCC-6,E2,CSE,2025-26,Semester II,1.5
6650,N220684,Web Technologies Lab,23CS2283,PCC-7,E2,CSE,2025-26,Semester II,1.5
6651,N220184,Basics of Electrical and Electronics Engineering,23EC2209,ESC-1,E2,CHE,2025-26,Semester II,3
6652,N220184,Object Oriented Programming Through JAVA,23CS2207,ESC-2,E2,CHE,2025-26,Semester II,3
6653,N220184,Object Oriented Programming Through JAVA Lab,23CS2287,ESC-3,E2,CHE,2025-26,Semester II,1.5
6654,N220184,Chemical Reaction Engineering-I,23CH2201,PCC-1,E2,CHE,2025-26,Semester II,4
6655,N220184,Mass Transfer Operations-I,23CH2202,PCC-2,E2,CHE,2025-26,Semester II,3
6656,N220184,Thermo Dynamics-II,23CH2203,PCC-3,E2,CHE,2025-26,Semester II,3
6657,N220184,Heat Transfer Lab,23CH2281,PCC-4,E2,CHE,2025-26,Semester II,1.5
6658,N220184,Mechanical Unit Operation Lab,23CH2282,PCC-5,E2,CHE,2025-26,Semester II,1.5
6659,N230828,Linear Algebra & Numerical Methods,23MA1201,BSC-1,E1,MME,2025-26,Semester II,4
6660,N230828,Engineering Chemistry,23CY1204,BSC-2,E1,MME,2025-26,Semester II,3
6661,N230828,Engineering Chemistry Laboratory,23CY1284,BSC-3,E1,MME,2025-26,Semester II,1.5
6662,N230828,Basic Electrical and Electronics engineering,23EE1209,ESC-1,E1,MME,2025-26,Semester II,3
6663,N230828,Basic Electrical & Electronics Engineering Laboratory,23EE1289,ESC-2,E1,MME,2025-26,Semester II,1.5
6664,N230828,Indian Constitution,23HS1202,MC,E1,MME,2025-26,Semester II,0
6665,N230828,Materials Thermodynamics,23MM1201,PCC-1,E1,MME,2025-26,Semester II,3
6666,N230828,Physical Metallurgy,23MM1202,PCC-2,E1,MME,2025-26,Semester II,3
6667,N230828,Physical Metallurgy and Metallography Laboratory,23MM1281,PCC-3,E1,MME,2025-26,Semester II,1.5
6668,N210623,English-Language Communication skills Lab-3,23EG3283,HSC,E3,ECE,2025-26,Semester II,1.5
