Sno,ID,Subject,Subject Code,Type,Year,Branch,Acad Year,Sem,Credits
31367,N230579,Object Oriented Programming,23CS1209,ESC-1,E1,ECE,2025-26,Semester II,2
31368,N230579,Object Oriented Programming Laboratory,23CS1289,ESC-2,E1,ECE,2025-26,Semester II,1.5
31369,N230579,Computational Lab,23EC1285,ESC-3,E1,ECE,2025-26,Semester II,1.5
31370,N230579,English-Language Communication skills Lab-1,23EG1281,HSC,E1,ECE,2025-26,Semester II,2.5
31371,N230579,Signals and Systems,23EC1203,PCC,E1,ECE,2025-26,Semester II,4
31372,N230579,Electronic Devices and Circuits,23EC1201,PCC-1,E1,ECE,2025-26,Semester II,4
31373,N230579,Electronic Devices and Circuits Lab,23EC1281,PCC-2,E1,ECE,2025-26,Semester II,1.5
31374,N230572,Mathematical Methods,23MA1201,BSC-1,E1,ECE,2025-26,Semester II,4
31375,N230572,Network Theory,23EE1211,BSC-2,E1,ECE,2025-26,Semester II,4
31376,N230572,Object Oriented Programming,23CS1209,ESC-1,E1,ECE,2025-26,Semester II,2
31377,N230572,Object Oriented Programming Laboratory,23CS1289,ESC-2,E1,ECE,2025-26,Semester II,1.5
31378,N230572,Computational Lab,23EC1285,ESC-3,E1,ECE,2025-26,Semester II,1.5
31379,N230572,English-Language Communication skills Lab-1,23EG1281,HSC,E1,ECE,2025-26,Semester II,2.5
31380,N230572,Signals and Systems,23EC1203,PCC,E1,ECE,2025-26,Semester II,4
31381,N230572,Electronic Devices and Circuits,23EC1201,PCC-1,E1,ECE,2025-26,Semester II,4
31382,N230572,Electronic Devices and Circuits Lab,23EC1281,PCC-2,E1,ECE,2025-26,Semester II,1.5
31383,N210141,Summer Internship,23CS3292,,E3,CSE,2025-26,Semester II,3
31384,N210141,English Language Communication Skills Lab-III,23EG3283,HSC,E3,CSE,2025-26,Semester II,1.5
31385,N210141,Career Development Course,23CS3203,MC,E3,CSE,2025-26,Semester II,0
31386,N210141,Enterpreneurship Education Course (IGNITE),23HS3211,OEC-I,E3,CSE,2025-26,Semester II,3
31387,N210141,Cryptography and Networks Security,23CS3201,PCC-1,E3,CSE,2025-26,Semester II,4
31388,N210141,Machine Learning,23CS3202,PCC-2,E3,CSE,2025-26,Semester II,4
31389,N210141,Foundation of Deep learning,CSNPTEL02,PEC-II,E3,CSE,2025-26,Semester II,3
31390,N210141,OOAD using JAVA and UML,CSNPTEL03,PEC-III,E3,CSE,2025-26,Semester II,3
31391,N210141,Mini Project,23CS3291,PR,E3,CSE,2025-26,Semester II,3
31392,N200538,Community Service,20HS4299,HSC,E4,ECE,2025-26,Semester II,2
31393,N200538,Global Management Perspectives,20HS4205,OEC,E4,ECE,2025-26,Semester II,3
31394,N200538,Sensors and actuators,ECNPTEL17,PEC-5,E4,ECE,2025-26,Semester II,3
31395,N200538,Project-II & Dissertation,20EC4294,PROJ,E4,ECE,2025-26,Semester II,6
31396,N240063,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
31397,N240063,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
31398,N240063,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
31399,N240063,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
31400,N240063,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
31401,N240063,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
31402,N240063,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
31403,N240063,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
31404,N240063,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
31405,N220296,Robotics Laboratory,23EC2285,ESC-1,E2,ECE,2025-26,Semester II,2.5
31406,N220296,Foundations to Artificial Intelligence,23EC2205,ESC-2,E2,ECE,2025-26,Semester II,1
31407,N220296,Communication Systems-1,23EC2201,PCC-1,E2,ECE,2025-26,Semester II,4
31408,N220296,Communication Systems-1 Lab,23EC2281,PCC-2,E2,ECE,2025-26,Semester II,1.5
31409,N220296,Digital System Design,23EC2202,PCC-3,E2,ECE,2025-26,Semester II,3
31410,N220296,Digital System Design Lab,23EC2282,PCC-4,E2,ECE,2025-26,Semester II,1.5
31411,N220296,Linear Integrated Circuits,23EC2203,PCC-5,E2,ECE,2025-26,Semester II,4
31412,N220296,Linear Integrated Circuits Lab,23EC2283,PCC-6,E2,ECE,2025-26,Semester II,1.5
31413,N220296,Electromagnetic Waves & Guided Media,23EC2204,PCC-7,E2,ECE,2025-26,Semester II,4
31414,N210136,Summer Internship,23CS3292,,E3,CSE,2025-26,Semester II,3
31415,N210136,English Language Communication Skills Lab-III,23EG3283,HSC,E3,CSE,2025-26,Semester II,1.5
31416,N210136,Career Development Course,23CS3203,MC,E3,CSE,2025-26,Semester II,0
31417,N210136,Enterpreneurship Education Course (IGNITE),23HS3211,OEC-I,E3,CSE,2025-26,Semester II,3
31418,N210136,Cryptography and Networks Security,23CS3201,PCC-1,E3,CSE,2025-26,Semester II,4
31419,N210136,Machine Learning,23CS3202,PCC-2,E3,CSE,2025-26,Semester II,4
31420,N210136,Foundation of Deep learning,CSNPTEL02,PEC-II,E3,CSE,2025-26,Semester II,3
31421,N210136,OOAD using JAVA and UML,CSNPTEL03,PEC-III,E3,CSE,2025-26,Semester II,3
31422,N210136,Mini Project,23CS3291,PR,E3,CSE,2025-26,Semester II,3
31423,N231138,Engineering Physics,23PY1203,BSC-1,E1,CHE,2025-26,Semester II,3
31424,N231138,Mathematical Methods,23MA1201,BSC-2,E1,CHE,2025-26,Semester II,4
31425,N231138,Engineering Graphics and Computer Drafting,23CE1214,ESC-1,E1,CHE,2025-26,Semester II,2.5
31426,N231138,Programming and Data Structures,23CS1208,ESC-2,E1,CHE,2025-26,Semester II,3
31427,N231138,Programming and Data Structures Lab,23CS1288,ESC-3,E1,CHE,2025-26,Semester II,1.5
31428,N231138,Chemical Process Calculation,23CH1201,PCC-1,E1,CHE,2025-26,Semester II,3
31429,N231138,Fluid Mechanics,23CH1202,PCC-2,E1,CHE,2025-26,Semester II,4
31430,N210843,Summer Internship,23CS3292,,E3,CSE,2025-26,Semester II,3
31431,N210843,English Language Communication Skills Lab-III,23EG3283,HSC,E3,CSE,2025-26,Semester II,1.5
31432,N210843,Career Development Course,23CS3203,MC,E3,CSE,2025-26,Semester II,0
31433,N210843,Enterpreneurship Education Course (IGNITE),23HS3211,OEC-I,E3,CSE,2025-26,Semester II,3
31434,N210843,Cryptography and Networks Security,23CS3201,PCC-1,E3,CSE,2025-26,Semester II,4
31435,N210843,Machine Learning,23CS3202,PCC-2,E3,CSE,2025-26,Semester II,4
31436,N210843,Foundation of Deep learning,CSNPTEL02,PEC-II,E3,CSE,2025-26,Semester II,3
31437,N210843,Statistical Foundation of Big data Analysis,CSNPTEL04,PEC-III,E3,CSE,2025-26,Semester II,3
31438,N210843,Mini Project,23CS3291,PR,E3,CSE,2025-26,Semester II,3
31439,N231121,Engineering Physics,23PY1203,BSC-1,E1,CHE,2025-26,Semester II,3
31440,N231121,Mathematical Methods,23MA1201,BSC-2,E1,CHE,2025-26,Semester II,4
31441,N231121,Engineering Graphics and Computer Drafting,23CE1214,ESC-1,E1,CHE,2025-26,Semester II,2.5
31442,N231121,Programming and Data Structures,23CS1208,ESC-2,E1,CHE,2025-26,Semester II,3
31443,N231121,Programming and Data Structures Lab,23CS1288,ESC-3,E1,CHE,2025-26,Semester II,1.5
31444,N231121,Chemical Process Calculation,23CH1201,PCC-1,E1,CHE,2025-26,Semester II,3
31445,N231121,Fluid Mechanics,23CH1202,PCC-2,E1,CHE,2025-26,Semester II,4
31446,N201085,Community Service,20ME4299,MC,E4,ME,2025-26,Semester II,2
31447,N201085,Management Science and Productivity,20ME4218,OEC-1,E4,ME,2025-26,Semester II,3
31448,N201085,Total Quality Management and Reliability,20ME4220,OEC-2,E4,ME,2025-26,Semester II,3
31449,N201085,Non Destructive Testing,20ME4258,PEC,E4,ME,2025-26,Semester II,3
31450,N201085,Project,20ME4293,PROJ-2,E4,ME,2025-26,Semester II,6
31451,N200480,Community Service,20HS4299,HSC,E4,ECE,2025-26,Semester II,2
31452,N200480,Global Management Perspectives,20HS4205,OEC,E4,ECE,2025-26,Semester II,3
31453,N200480,Sensors and actuators,ECNPTEL17,PEC-5,E4,ECE,2025-26,Semester II,3
31454,N200480,Project-II & Dissertation,20EC4294,PROJ,E4,ECE,2025-26,Semester II,6
31455,N210184,Summer Internship,23CS3292,,E3,CSE,2025-26,Semester II,3
31456,N210184,English Language Communication Skills Lab-III,23EG3283,HSC,E3,CSE,2025-26,Semester II,1.5
31457,N210184,Career Development Course,23CS3203,MC,E3,CSE,2025-26,Semester II,0
31458,N210184,Enterpreneurship Education Course (IGNITE),23HS3211,OEC-I,E3,CSE,2025-26,Semester II,3
31459,N210184,Cryptography and Networks Security,23CS3201,PCC-1,E3,CSE,2025-26,Semester II,4
31460,N210184,Machine Learning,23CS3202,PCC-2,E3,CSE,2025-26,Semester II,4
31461,N210184,Foundation of Deep learning,CSNPTEL02,PEC-II,E3,CSE,2025-26,Semester II,3
31462,N210184,Statistical Foundation of Big data Analysis,CSNPTEL04,PEC-III,E3,CSE,2025-26,Semester II,3
31463,N210184,Mini Project,23CS3291,PR,E3,CSE,2025-26,Semester II,3
31464,N200310,Community Service,20HS4299,HSC,E4,ECE,2025-26,Semester II,2
31465,N200310,Global Management Perspectives,20HS4205,OEC,E4,ECE,2025-26,Semester II,3
31466,N200310,Digital VLSI testing,ECNPTEL14,PEC-5,E4,ECE,2025-26,Semester II,3
31467,N200310,Project-II & Dissertation,20EC4294,PROJ,E4,ECE,2025-26,Semester II,6
31468,N200993,Community Service,20HS4299,HSC,E4,ECE,2025-26,Semester II,2
31469,N200993,Global Management Perspectives,20HS4205,OEC,E4,ECE,2025-26,Semester II,3
31470,N200993,Sensors and actuators,ECNPTEL17,PEC-5,E4,ECE,2025-26,Semester II,3
31471,N200993,Project-II & Dissertation,20EC4294,PROJ,E4,ECE,2025-26,Semester II,6
31472,N220548,Introduction to Operation Research,23BM2202,HSMC,E2,CSE,2025-26,Semester II,3
31473,N220548,Computer Organization & Architecture,23CS2201,PCC-1,E2,CSE,2025-26,Semester II,3
31474,N220548,Data Science with Python,23CS2202,PCC-2,E2,CSE,2025-26,Semester II,3
31475,N220548,Web Technologies,23CS2203,PCC-3,E2,CSE,2025-26,Semester II,3
31476,N220548,Compiler Design,23CS2204,PCC-4,E2,CSE,2025-26,Semester II,3
31477,N220548,Computer Organization & Architecture Lab,23CS2281,PCC-5,E2,CSE,2025-26,Semester II,1.5
31478,N220548,Data Science with Python Lab,23CS2282,PCC-6,E2,CSE,2025-26,Semester II,1.5
31479,N220548,Web Technologies Lab,23CS2283,PCC-7,E2,CSE,2025-26,Semester II,1.5
31480,N240054,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
31481,N240054,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
31482,N240054,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
31483,N240054,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
31484,N240054,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
31485,N240054,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
31486,N240054,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
31487,N240054,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
31488,N240054,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
31489,N210828,English-Language Communication skills Lab-3,23EG3283,HSC,E3,ECE,2025-26,Semester II,1.5
31490,N210828,Indian Constitution,23HS3101,MC,E3,ECE,2025-26,Semester II,0
31491,N210828,Biosensor and Bioelectronics,20BE3207,OEC-I,E3,ECE,2025-26,Semester II,3
31492,N210828,Intellectual Property Rights (IPR),23BM3201,OEC-II,E3,ECE,2025-26,Semester II,3
31493,N210828,Digital IC Design,ECNPTEL09,PEC-1,E3,ECE,2025-26,Semester II,3
31494,N210828,VLSI Physical Design with Timing Analysis,ECNPTEL10,PEC-2,E3,ECE,2025-26,Semester II,3
31495,N210828,Mini Project-II,23EC3291,PROJ,E3,ECE,2025-26,Semester II,1.5
31496,N220854,Introduction to Operation Research,23BM2202,HSMC,E2,CSE,2025-26,Semester II,3
31497,N220854,Computer Organization & Architecture,23CS2201,PCC-1,E2,CSE,2025-26,Semester II,3
31498,N220854,Data Science with Python,23CS2202,PCC-2,E2,CSE,2025-26,Semester II,3
31499,N220854,Web Technologies,23CS2203,PCC-3,E2,CSE,2025-26,Semester II,3
31500,N220854,Compiler Design,23CS2204,PCC-4,E2,CSE,2025-26,Semester II,3
31501,N220854,Computer Organization & Architecture Lab,23CS2281,PCC-5,E2,CSE,2025-26,Semester II,1.5
31502,N220854,Data Science with Python Lab,23CS2282,PCC-6,E2,CSE,2025-26,Semester II,1.5
31503,N220854,Web Technologies Lab,23CS2283,PCC-7,E2,CSE,2025-26,Semester II,1.5
31504,N240860,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
31505,N240860,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
31506,N240860,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
31507,N240860,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
31508,N240860,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
31509,N240860,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
31510,N240860,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
31511,N240860,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
31512,N240860,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
31513,N240119,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
31514,N240119,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
31515,N240119,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
31516,N240119,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
31517,N240119,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
31518,N240119,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
31519,N240119,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
31520,N240119,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
31521,N240119,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
31522,N220810,Robotics Laboratory,23EC2285,ESC-1,E2,ECE,2025-26,Semester II,2.5
31523,N220810,Foundations to Artificial Intelligence,23EC2205,ESC-2,E2,ECE,2025-26,Semester II,1
31524,N220810,Communication Systems-1,23EC2201,PCC-1,E2,ECE,2025-26,Semester II,4
31525,N220810,Communication Systems-1 Lab,23EC2281,PCC-2,E2,ECE,2025-26,Semester II,1.5
31526,N220810,Digital System Design,23EC2202,PCC-3,E2,ECE,2025-26,Semester II,3
31527,N220810,Digital System Design Lab,23EC2282,PCC-4,E2,ECE,2025-26,Semester II,1.5
31528,N220810,Linear Integrated Circuits,23EC2203,PCC-5,E2,ECE,2025-26,Semester II,4
31529,N220810,Linear Integrated Circuits Lab,23EC2283,PCC-6,E2,ECE,2025-26,Semester II,1.5
31530,N220810,Electromagnetic Waves & Guided Media,23EC2204,PCC-7,E2,ECE,2025-26,Semester II,4
31531,N240587,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
31532,N240587,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
31533,N240587,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
31534,N240587,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
31535,N240587,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
31536,N240587,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
31537,N240587,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
31538,N240587,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
31539,N240587,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
31540,N240071,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
31541,N240071,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
31542,N240071,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
31543,N240071,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
31544,N240071,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
31545,N240071,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
31546,N240071,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
31547,N240071,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
31548,N240071,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
31549,N230055,Engineering Physics Lab,23PY1281,BSC,E1,CSE,2025-26,Semester II,1.5
31550,N230055,Discrete Mathematics,23MA1202,BSC-1,E1,CSE,2025-26,Semester II,4
31551,N230055,Engineering Physics,23PY1201,BSC-2,E1,CSE,2025-26,Semester II,4
31552,N230055,Managerial Economics and Finance Analysis,23BM1201,HSMC,E1,CSE,2025-26,Semester II,3
31553,N230055,Environmental Science,23BE1201,MC,E1,CSE,2025-26,Semester II,0
31554,N230055,Object Oriented Programming through Java,23CS1201,PCC-1,E1,CSE,2025-26,Semester II,4
31555,N230055,Data Structures,23CS1202,PCC-2,E1,CSE,2025-26,Semester II,3
31556,N230055,Object Oriented Programming through Java Lab,23CS1281,PCC-3,E1,CSE,2025-26,Semester II,1.5
31557,N230055,Data Structures Lab,23CS1282,PCC-4,E1,CSE,2025-26,Semester II,1.5
31558,N200874,Community Service,20HS4299,HSC,E4,ECE,2025-26,Semester II,2
31559,N200874,Global Management Perspectives,20HS4205,OEC,E4,ECE,2025-26,Semester II,3
31560,N200874,Sensors and actuators,ECNPTEL17,PEC-5,E4,ECE,2025-26,Semester II,3
31561,N200874,Project-II & Dissertation,20EC4294,PROJ,E4,ECE,2025-26,Semester II,6
31562,N220714,Robotics Laboratory,23EC2285,ESC-1,E2,ECE,2025-26,Semester II,2.5
31563,N220714,Foundations to Artificial Intelligence,23EC2205,ESC-2,E2,ECE,2025-26,Semester II,1
31564,N220714,Communication Systems-1,23EC2201,PCC-1,E2,ECE,2025-26,Semester II,4
31565,N220714,Communication Systems-1 Lab,23EC2281,PCC-2,E2,ECE,2025-26,Semester II,1.5
31566,N220714,Digital System Design,23EC2202,PCC-3,E2,ECE,2025-26,Semester II,3
31567,N220714,Digital System Design Lab,23EC2282,PCC-4,E2,ECE,2025-26,Semester II,1.5
31568,N220714,Linear Integrated Circuits,23EC2203,PCC-5,E2,ECE,2025-26,Semester II,4
31569,N220714,Linear Integrated Circuits Lab,23EC2283,PCC-6,E2,ECE,2025-26,Semester II,1.5
31570,N220714,Electromagnetic Waves & Guided Media,23EC2204,PCC-7,E2,ECE,2025-26,Semester II,4
31571,N240482,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
31572,N240482,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
31573,N240482,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
31574,N240482,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
31575,N240482,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
31576,N240482,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
31577,N240482,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
31578,N240482,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
31579,N240482,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
31580,N240045,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
31581,N240045,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
31582,N240045,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
31583,N240045,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
31584,N240045,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
31585,N240045,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
31586,N240045,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
31587,N240045,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
31588,N240045,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
31589,N240874,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
31590,N240874,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
31591,N240874,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
31592,N240874,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
31593,N240874,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
31594,N240874,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
31595,N240874,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
31596,N240874,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
31597,N240874,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
31598,N200123,Community Service,20HS4299,HSC,E4,ECE,2025-26,Semester II,2
31599,N200123,Global Management Perspectives,20HS4205,OEC,E4,ECE,2025-26,Semester II,3
31600,N200123,Sensors and actuators,ECNPTEL17,PEC-5,E4,ECE,2025-26,Semester II,3
31601,N200123,Project-II & Dissertation,20EC4294,PROJ,E4,ECE,2025-26,Semester II,6
31602,N210041,Summer Internship,23CS3292,,E3,CSE,2025-26,Semester II,3
31603,N210041,English Language Communication Skills Lab-III,23EG3283,HSC,E3,CSE,2025-26,Semester II,1.5
31604,N210041,Career Development Course,23CS3203,MC,E3,CSE,2025-26,Semester II,0
31605,N210041,Enterpreneurship Education Course (IGNITE),23HS3211,OEC-I,E3,CSE,2025-26,Semester II,3
31606,N210041,Cryptography and Networks Security,23CS3201,PCC-1,E3,CSE,2025-26,Semester II,4
31607,N210041,Machine Learning,23CS3202,PCC-2,E3,CSE,2025-26,Semester II,4
31608,N210041,Foundation of Deep learning,CSNPTEL02,PEC-II,E3,CSE,2025-26,Semester II,3
31609,N210041,Statistical Foundation of Big data Analysis,CSNPTEL04,PEC-III,E3,CSE,2025-26,Semester II,3
31610,N210041,Mini Project,23CS3291,PR,E3,CSE,2025-26,Semester II,3
31611,N210290,English Language Communication skills lab-3,23EG3283,HSC,E3,EEE,2025-26,Semester II,1.5
31612,N210290,Career Development Course,23HS3203,MC,E3,EEE,2025-26,Semester II,0
31613,N210290,Indian Constitution,23HS3201,MC-1,E3,EEE,2025-26,Semester II,0
31614,N210290,Electrical Distribution Systems,23EE3201,OEC-1,E3,EEE,2025-26,Semester II,3
31615,N210290,Smart Grid: Basics to Advance Technologies,EENPTEL05,OEC-2,E3,EEE,2025-26,Semester II,3
31616,N210290,EV-Vehicle Dynamics and Electric Motor Drives,EENPTEL01,PEC-1,E3,EEE,2025-26,Semester II,3
31617,N210290,Analog IC Design,EENPTEL02,PEC-2,E3,EEE,2025-26,Semester II,3
31618,N210290,Mini Project-II,23EE3292,PROJ,E3,EEE,2025-26,Semester II,1
31619,N230948,Mathematical Methods,23MA1201,BSC-1,E1,ECE,2025-26,Semester II,4
31620,N230948,Network Theory,23EE1211,BSC-2,E1,ECE,2025-26,Semester II,4
31621,N230948,Object Oriented Programming,23CS1209,ESC-1,E1,ECE,2025-26,Semester II,2
31622,N230948,Object Oriented Programming Laboratory,23CS1289,ESC-2,E1,ECE,2025-26,Semester II,1.5
31623,N230948,Computational Lab,23EC1285,ESC-3,E1,ECE,2025-26,Semester II,1.5
31624,N230948,English-Language Communication skills Lab-1,23EG1281,HSC,E1,ECE,2025-26,Semester II,2.5
31625,N230948,Signals and Systems,23EC1203,PCC,E1,ECE,2025-26,Semester II,4
31626,N230948,Electronic Devices and Circuits,23EC1201,PCC-1,E1,ECE,2025-26,Semester II,4
31627,N230948,Electronic Devices and Circuits Lab,23EC1281,PCC-2,E1,ECE,2025-26,Semester II,1.5
31628,N200327,Community Service,20HS4299,HSC,E4,ECE,2025-26,Semester II,2
31629,N200327,Global Management Perspectives,20HS4205,OEC,E4,ECE,2025-26,Semester II,3
31630,N200327,Deep learning for visual computation,ECNPTEL12,PEC-5,E4,ECE,2025-26,Semester II,3
31631,N200327,Project-II & Dissertation,20EC4294,PROJ,E4,ECE,2025-26,Semester II,6
31632,N220409,Robotics Laboratory,23EC2285,ESC-1,E2,ECE,2025-26,Semester II,2.5
31633,N220409,Foundations to Artificial Intelligence,23EC2205,ESC-2,E2,ECE,2025-26,Semester II,1
31634,N220409,Communication Systems-1,23EC2201,PCC-1,E2,ECE,2025-26,Semester II,4
31635,N220409,Communication Systems-1 Lab,23EC2281,PCC-2,E2,ECE,2025-26,Semester II,1.5
31636,N220409,Digital System Design,23EC2202,PCC-3,E2,ECE,2025-26,Semester II,3
31637,N220409,Digital System Design Lab,23EC2282,PCC-4,E2,ECE,2025-26,Semester II,1.5
31638,N220409,Linear Integrated Circuits,23EC2203,PCC-5,E2,ECE,2025-26,Semester II,4
31639,N220409,Linear Integrated Circuits Lab,23EC2283,PCC-6,E2,ECE,2025-26,Semester II,1.5
31640,N220409,Electromagnetic Waves & Guided Media,23EC2204,PCC-7,E2,ECE,2025-26,Semester II,4
31641,N210351,English-Language Communication skills Lab-3,23EG3283,HSC,E3,ECE,2025-26,Semester II,1.5
31642,N210351,Indian Constitution,23HS3101,MC,E3,ECE,2025-26,Semester II,0
31643,N210351,Biosensor and Bioelectronics,20BE3207,OEC-I,E3,ECE,2025-26,Semester II,3
31644,N210351,Intellectual Property Rights (IPR),23BM3201,OEC-II,E3,ECE,2025-26,Semester II,3
31645,N210351,Microprocessors and Interfacing,ECNPTEL04,PEC-1,E3,ECE,2025-26,Semester II,3
31646,N210351,Sensors and Actuators,ECNPTEL02,PEC-2,E3,ECE,2025-26,Semester II,3
31647,N210351,Mini Project-II,23EC3291,PROJ,E3,ECE,2025-26,Semester II,1.5
31648,N220983,Robotics Laboratory,23EC2285,ESC-1,E2,ECE,2025-26,Semester II,2.5
31649,N220983,Foundations to Artificial Intelligence,23EC2205,ESC-2,E2,ECE,2025-26,Semester II,1
31650,N220983,Communication Systems-1,23EC2201,PCC-1,E2,ECE,2025-26,Semester II,4
31651,N220983,Communication Systems-1 Lab,23EC2281,PCC-2,E2,ECE,2025-26,Semester II,1.5
31652,N220983,Digital System Design,23EC2202,PCC-3,E2,ECE,2025-26,Semester II,3
31653,N220983,Digital System Design Lab,23EC2282,PCC-4,E2,ECE,2025-26,Semester II,1.5
31654,N220983,Linear Integrated Circuits,23EC2203,PCC-5,E2,ECE,2025-26,Semester II,4
